full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
John Thomas- Foster,England,,4400,,,
Caroline Purcell,United States,,4401,,,
Kara Cox,United States,,4402,,,
Ma Shaojun,China,,4403,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4406,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4413,,,
Caiden Casha,Malta,,4418,,,
Valik Gren,Ukraine,,4419,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4425,,,
IIS 10.0 Detailed Error - 404.0 - Not Found,,,4437,,,
Cai Wei,China,,4438,,,
Nyam Win Aye,New Zealand,,4440,,,
