full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Patsy Fagan,Ireland,1951-01-15,796,patsy-fagan,,
John Rea,Scotland,1951-12-05,710,john-rea,,
Joe Johnson,England,1952-07-29,469,joe-johnson,,
John Campbell,Australia,1953-04-10,3487,,,
Mario Morra,Canada,1953-09-08,3498,,,
Les Dodd,England,1954-02-11,449,les-dodd,,
Willie Thorne,England,1954-03-04,2184,,,
Tony Kearney,Ireland,1954-06-24,3488,,,
Marcel Gauvreau,Canada,1955-01-09,3473,,,
Jim Wych,Canada,1955-01-11,3445,,,
Ng Yam Shui,Hong Kong,1955-01-12,1478,ng-yam-shui,,
Warren King,Australia,1955-04-01,3460,warren-king,,
Tony Knowles,England,1955-06-13,181,tony-knowles,,
John Mills,Wales,1956-05-23,3354,,,
Steve Davis,England,1957-08-22,212,steve-davis,,
Steve Duggan,England,1958-04-10,3463,,,
Steve Rendle,England,1958-04-10,3459,steve-duggan,,
Bob Chaperon,Canada,1958-05-18,2881,,,
Norman MacLachlan,Scotland,1958-06-05,3401,,,
Kirk Stevens,Canada,1958-08-17,2870,,,
Floyd Ziegler,Canada,1958-08-17,979,floyd-ziegler,,
Ian Williamson,England,1958-12-01,3495,,,
Jack McLaughlin,Northern Ireland,1959-01-29,3444,,,
Mike Hallett,England,1959-07-06,205,mike-hallett,,
Tony Meo,England,1959-10-04,2874,,,
