full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Fahad Alghamdi,Saudi Arabia,,4806,,,
Musab Sayegh,Saudi Arabia,,4807,,,
Musaad Almisfir,Saudi Arabia,,4808,,,
Abdulraouf Saigh,Saudi Arabia,,4809,,,
Ayman Alamri,Saudi Arabia,,4810,,,
Adeel Aqdus,Pakistan,,4811,,,
Abdullah Alotayyani,Saudi Arabia,,4812,,,
Saud Albaker,Saudi Arabia,,4813,,,
Asif Mukhtar,Pakistan,,4814,,,
Fu Jing,China,,4815,,,
James Lynas,Northern Ireland,,4854,,,
Marco Giuliano,Italy,,4855,,,
Sajjad Hassandokht,Iran,,4856,,,
Tang Hewen,China,,4857,,,
