full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Chen Wei,China,,4704,,,
Su Xiaoming,China,,4724,,,
Qiu Xuemei,China,,4725,,,
Wei Qinlin,China,,4726,,,
Yu Qiuyue,China,,4727,,,
Lin Zhenmiao,China,,4728,,,
Wang Ruotong,China,,4729,,,
Huang Heng,China,,4730,,,
Yang Jiao,China,,4731,,,
Wang Sizhe,China,,4732,,,
Lin Xi,China,,4733,,,
Wu Ruilan,China,,4734,,,
Wang Yitong,China,,4735,,,
Chu Weijia,China,,4736,,,
Li Enmiaoer,China,,4737,,,
Zhao Lu,China,,4738,,,
Liu Anni,China,,4739,,,
Toh Hong Lay,Singapore,,4740,,,
Khaliun Batjambal,Mongolia,,4741,,,
Sudtida Yingheng,Thailand,,4742,,,
Audrey Chua,Singapore,,4743,,,
Pornpita Dairueak,Thailand,,4744,,,
Phakwalan Kongkaew,Thailand,,4745,,,
Thatsonnan Phonsang,Thailand,,4746,,,
Supita Dairueak,Thailand,,4747,,,
Pawarisa Praphassorn,Thailand,,4748,,,
Thanchanok Promtong,Thailand,,4749,,,
Rita Toamau,New Zealand,,4750,,,
Natcharin Sornprasert,Thailand,,4751,,,
Natchariya Sornprasert,Thailand,,4752,,,
Mohammad Sorush,Australia,,4776,,,
G Sengkham Sinbandhit,Australia,,4777,,,
Jamyang Tshering,Australia,,4778,,,
Paddy Choo,Australia,,4779,,,
Reuben Peneamena,Australia,,4780,,,
Robert Glenton,Australia,,4781,,,
Salman Asif,Australia,,4782,,,
Sing Diep,Australia,,4783,,,
Tuan Quach,Australia,,4784,,,
